Řádek 5671 | nazev_zakazky: stavba č. 4328 Rajská zahrada - přemostění, projektová a inženýrská činnost | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Pontex, spol. s r.o. | smluvni_cena_bez_dph_kc: 700000.0 | datum_uzavreni_smlouvy: 2021-11-04
Řádek 5739 | nazev_zakazky: Diagnostický průzkum a přepočet únosnosti kce - mostek Vítkov, ul. Pražačka | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Experis DSKM, s.r.o. | smluvni_cena_bez_dph_kc: 188300.0 | datum_uzavreni_smlouvy: 2025-06-16
Řádek 5748 | nazev_zakazky: Oprava dlažby a obkladu u výstupu z vestibulu metra Hradčanská do ul. Dejvické v souvislosti se stavbou č. 0080 MO Prašný most - Špejchar. | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Metrostav DIZ s.r.o. | smluvni_cena_bez_dph_kc: 94461.65 | datum_uzavreni_smlouvy: 2024-07-26
Řádek 5749 | nazev_zakazky: č.42932 P+R Černý Most III., obj. prací na osazení 6 ks nových černobílých navigačních směrových tabulí | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Top Advert, s.r.o. | smluvni_cena_bez_dph_kc: 74028.0 | datum_uzavreni_smlouvy: 2024-07-10
Řádek 5790 | nazev_zakazky: Objednávka vzdělávání "Práce s klienty v bytové nouzi" | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: R - Mosty, z.s. | smluvni_cena_bez_dph_kc: 35000.0 | datum_uzavreni_smlouvy: 2021-10-08
Řádek 5820 | nazev_zakazky: Stavba č. 0113 TV Lipence, etapa 0011 Intenzifikace ČOV; stavební práce | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Stavby mostů a.s. | smluvni_cena_bez_dph_kc: 14548772.94 | datum_uzavreni_smlouvy: 2021-08-23
Řádek 5843 | nazev_zakazky: Právní služby k prodeji pozemků v k.ú. Černý Most a Stodůlky– listopad 2023 | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Balcar Petr, JUDr., advokát | smluvni_cena_bez_dph_kc: 148350.0 | datum_uzavreni_smlouvy: 2023-11-08
Řádek 5922 | nazev_zakazky: Podklady k pražským mostům | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: PhDr. Alice Dudáková | smluvni_cena_bez_dph_kc: 25000.0 | datum_uzavreni_smlouvy: 2020-11-27
Řádek 5995 | nazev_zakazky: 42821 Dvorecký most | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: HEYDUK,MUSIL & STRNAD, s.r.o. | smluvni_cena_bez_dph_kc: 3540.0 | datum_uzavreni_smlouvy: 2026-04-08
Řádek 6087 | nazev_zakazky: Oprava a rušení poklopů kolektoru Černý Most – 4. stavba | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: VISTORIA CZ a.s. | smluvni_cena_bez_dph_kc: 5710987.95 | datum_uzavreni_smlouvy: 2022-05-25
Řádek 6183 | nazev_zakazky: Objednávka zpracování dokumentace z veletrhu Schola Pragensis 2025 | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Smíchovská střední průmyslová škola, Praha 5, Preslova 25 | smluvni_cena_bez_dph_kc: 50000.0 | datum_uzavreni_smlouvy: 2025-12-03
Řádek 6212 | nazev_zakazky: Stavba 0080 MO Prašný most - Špejchar servisní činnost pro SSZ 6.801 Milady Horákové | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: AŽD Praha s.r.o. | smluvni_cena_bez_dph_kc: 90800.0 | datum_uzavreni_smlouvy: 2022-03-22
Řádek 6218 | nazev_zakazky: Stavba č. 42126 Průmyslový polookruh, Podchody u ulice Kbelská, Projektová dokumentace ve stupni PDPS pro návazné komunikace k podchodům pod tělesem dráhy u Kbelské ulice | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: TOP CON SERVIS s.r.o. | smluvni_cena_bez_dph_kc: 95000.0 | datum_uzavreni_smlouvy: 2020-11-12
Řádek 6441 | nazev_zakazky: Stavba č. 9515 MO Myslbekova – Prašný most - úprava vyčíslení pořizovací hodnoty dílčí části SO 5084.02 | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Inženýring TKB a.s. | smluvni_cena_bez_dph_kc: 16000.0 | datum_uzavreni_smlouvy: 2022-04-22
Řádek 6503 | nazev_zakazky: Objednávka grafických služeb - vytvoření grafických podkladů pro akci Schola Pragensis 2020 on-line | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Vyšší odborná škola grafická a Střední průmyslová škola grafická, Praha 1, Hellichova 22 | smluvni_cena_bez_dph_kc: 50000.0 | datum_uzavreni_smlouvy: 2020-11-23
Řádek 6549 | nazev_zakazky: Bistro Vítkov - Vyčištění a přepracování polyuretanové podlahy | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: AB-PLAST průmyslové podlahy s.r.o. | smluvni_cena_bez_dph_kc: 86057.0 | datum_uzavreni_smlouvy: 2026-02-05
Řádek 6602 | nazev_zakazky: Havarijní přemostění přívodu vody a výměna armatur OP Bohdalec | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Jiří Myšák | smluvni_cena_bez_dph_kc: 201381.0 | datum_uzavreni_smlouvy: 2026-03-13
Řádek 6612 | nazev_zakazky: Objednávka zajištění občerstvení na semináře pořádané odborem SML MHMP | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Střední průmyslová škola stavební, Praha 1, Dušní 17 | smluvni_cena_bez_dph_kc: 3235.0 | datum_uzavreni_smlouvy: 2025-06-06
Řádek 6644 | nazev_zakazky: Stavba č. 42177 Zelená Malovanka, Etapa 0002 Pěší propojení, Vypracování mostního listu, 1. hlavní prohlídky a zanesení nové lávky pro pěší do databáze BMS | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: PUDIS a.s. | smluvni_cena_bez_dph_kc: 49680.0 | datum_uzavreni_smlouvy: 2020-11-12
Řádek 6722 | nazev_zakazky: Stavba č. 3168 „TV Křeslice, etapa 0004 Komunikace – část B,C,D | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Chramosta Michal, Ing. | smluvni_cena_bez_dph_kc: 96000.0 | datum_uzavreni_smlouvy: 2021-06-15
Řádek 6740 | nazev_zakazky: Demolice mostku přes Zátišský potok, k.ú. Hodkovičky, PD | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Jan Fiala | smluvni_cena_bez_dph_kc: 47500.0 | datum_uzavreni_smlouvy: 2021-09-08
Řádek 6789 | nazev_zakazky: Tlumočení na studentské výměně v rámci programu "Společně stavíme mosty" – paní Květa Blahůšková Podhajská. | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Květa Blahůšková Podhajská | smluvni_cena_bez_dph_kc: 6000.0 | datum_uzavreni_smlouvy: 2025-12-01
Řádek 6824 | nazev_zakazky: č.42932 P+R Černý Most III., poradenská činnost-zpracování zpráv ve vztahu k udržitelnosti projektu "Výstavba P+R Černý Most". | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Euro Managers, s.r.o. | smluvni_cena_bez_dph_kc: 150000.0 | datum_uzavreni_smlouvy: 2022-09-08
Řádek 6914 | nazev_zakazky: Stavba č.0080 MO Prašný most - Vyhotovení ZP pro stanovení ceny obvyklé a ceny zjištěné | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: B.I.R.T. GROUP, a.s. | smluvni_cena_bez_dph_kc: 100000.0 | datum_uzavreni_smlouvy: 2025-12-19
Řádek 6989 | nazev_zakazky: Dodávka CNC stroje, včetně příslušenství a průmyslového robota | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: TEXIMP, spol. s r.o. | smluvni_cena_bez_dph_kc: 4289529.23 | datum_uzavreni_smlouvy: 2024-06-03
Řádek 7074 | nazev_zakazky: Zajištění služeb - údržba dřevin v rámci stavby MO Myslbekova - Prašný most | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Martin Nezhyba | smluvni_cena_bez_dph_kc: 92887.0 | datum_uzavreni_smlouvy: 2021-02-19
Řádek 7088 | nazev_zakazky: Objednávka realizace dovednostní soutěže Sollertia v roce 2026 v oboru vzdělání Technologie výroby piva | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Vyšší odborná škola ekonomických studií a Střední průmyslová škola potravinářských technologií, Praha 2, Podskalská 10 | smluvni_cena_bez_dph_kc: 100000.0 | datum_uzavreni_smlouvy: 2026-02-02
Řádek 7105 | nazev_zakazky: Stavba č. 44545 Rohanský most; Hluková studie | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: ATEM - Ateliér ekologických modelů, s.r.o. | smluvni_cena_bez_dph_kc: 182000.0 | datum_uzavreni_smlouvy: 2021-02-11
Řádek 7122 | nazev_zakazky: G644-Vaníčkova 1230- výměna hořákových trubic-havarijní stav, VS Fejfarova 920/17- objekt Františkova, Praha 9- Černý most-výměna hydraulického pohonu: únik oleje Dušní 3, Praha 1 – výměna řídící jednotky doplňovacího zařízení Olymp G842- Radniční domy , U radnice, Praha 1 -havarijní oprava na rozvodech UT | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Veolia Energie ČR, a.s. | smluvni_cena_bez_dph_kc: 76505.55 | datum_uzavreni_smlouvy: 2020-11-12
Řádek 7132 | nazev_zakazky: Stavba 0080 MO Prašný most - Špejchar servisní činnost pro SSZ 6.801 Milady Horákové | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: AŽD Praha s.r.o. | smluvni_cena_bez_dph_kc: 138140.0 | datum_uzavreni_smlouvy: 2022-10-21
Řádek 7408 | nazev_zakazky: č.42932 P+R Černý Most III. | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: BEWERT spol. s r.o. | smluvni_cena_bez_dph_kc: 26000.0 | datum_uzavreni_smlouvy: 2021-04-12
Řádek 7410 | nazev_zakazky: DSC Bohdalec : servis průmyslových vrat | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: GARDON INT s.r.o. | smluvni_cena_bez_dph_kc: 8585.3 | datum_uzavreni_smlouvy: 2025-07-08
Řádek 7436 | nazev_zakazky: č.42932 P+R Černý Most III. | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: BEWERT spol. s r.o. | smluvni_cena_bez_dph_kc: 26000.0 | datum_uzavreni_smlouvy: 2021-04-12
Řádek 7486 | nazev_zakazky: stavba č. 4328 Rajská zahrada - přemostění, objednávka zimní údržby | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Technická správa komunikací hl. m. Prahy, a.s. | smluvni_cena_bez_dph_kc: 77289.6 | datum_uzavreni_smlouvy: 2023-12-05
Řádek 7491 | nazev_zakazky: stavba č. 42932 P + R Černý Most III. | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Metrostav a.s. | smluvni_cena_bez_dph_kc: 6759378.0 | datum_uzavreni_smlouvy: 2021-03-26
Řádek 7497 | nazev_zakazky: Stavba č. 42821 Dvorecký most; ADMINISTRÁTOR na TDS | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: act Řanda Havel Legal advokátní kancelář s.r.o. | smluvni_cena_bez_dph_kc: 550000.0 | datum_uzavreni_smlouvy: 2021-11-23
Řádek 7509 | nazev_zakazky: Stavba č. 42932 P+R Černý Most III. | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: BAK stavební společnost, a.s. | smluvni_cena_bez_dph_kc: 15735311.0 | datum_uzavreni_smlouvy: 2021-10-25
Řádek 7518 | nazev_zakazky: Stavba č. 0080 MO Prašný most - Špejchar - údržba zeleně na pozemcích p. č. 4013/14 a 4292/30 v k. ú. Dejvice | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Pražské služby, a.s. | smluvni_cena_bez_dph_kc: 134890.0 | datum_uzavreni_smlouvy: 2022-03-04
Řádek 7519 | nazev_zakazky: Stavba č. 42126 Průmyslový polookruh, Podkladový materiál pro žádost o vyjádření odboru ochrany prostředí HMP ke studii tunelu Hloubětín | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: ATEM - Ateliér ekologických modelů, s.r.o. | smluvni_cena_bez_dph_kc: 16000.0 | datum_uzavreni_smlouvy: 2022-02-15
Řádek 7520 | nazev_zakazky: Stavba č. 42126 Průmyslový polookruh, Výkon autorského dozoru pro podchody a návazné komunikace pod tělesem dráhy u Kbelské ulice | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: TOP CON SERVIS s.r.o. | smluvni_cena_bez_dph_kc: 140000.0 | datum_uzavreni_smlouvy: 2022-02-15
Řádek 7522 | nazev_zakazky: Výměna čidel detekce plynu,, Výměna netěsného termostatické ventilu, na výstupu ze zásobníku TUV, hlavní budova ,, Desinfekce rozvodů TV na VS Františkova ,, G011, VS 201 B, Proutěná 427/28, P4, Kateřinky- Havarijní oprava MaR Trend, diagnostika, zápůjčka řídící jednotky,, G011, VS 201B, Proutěná 427/28,P-4, Kateřinky- výměna vadného čerpadla ÚT,, Výměna oběhového čerpadla ÚT (spálená elektronika): VS Fejfarova 920/17, P9 | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Veolia Energie ČR, a.s. | smluvni_cena_bez_dph_kc: 149603.06 | datum_uzavreni_smlouvy: 2022-02-15
Řádek 7559 | nazev_zakazky: Objednávka ZP - pozemek parc. č. 372/1 k. ú. Černý Most | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: JAROSLAV SEMRÁD | smluvni_cena_bez_dph_kc: 4500.0 | datum_uzavreni_smlouvy: 2025-08-12
Řádek 7593 | nazev_zakazky: Stavba č. 9515 MO Myslbekova-Prašný most inženýrská činnost pro provoz regulační SSZ 6.801 Prašný most | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: VIS, a.s. | smluvni_cena_bez_dph_kc: 63750.0 | datum_uzavreni_smlouvy: 2021-03-02
Řádek 7756 | nazev_zakazky: Objednávka zpracování dopravně-inženýrského opatření pro demolici a realizace repliky sochy Rovnováha na Barrandovském mostě | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: TOP Znak s.r.o. | smluvni_cena_bez_dph_kc: 3500.0 | datum_uzavreni_smlouvy: 2026-06-01
Řádek 7878 | nazev_zakazky: Stavba č. 45029 Rek. a dost. Průmyslového paláce; rekonstrukce komunikací v areálu Výstaviště Praha | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Inženýring dopravních staveb a.s. | smluvni_cena_bez_dph_kc: 249900.0 | datum_uzavreni_smlouvy: 2026-05-13
Řádek 7992 | nazev_zakazky: Objednávka na vyhotovení geometrického plánu na oddělení části pozemku parc. č. 221/1 k. ú. Černý Most | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: AREA geodet Čížková, spol. s r.o. | smluvni_cena_bez_dph_kc: 43000.0 | datum_uzavreni_smlouvy: 2022-07-14
Řádek 7993 | nazev_zakazky: Objednávka na vyhotovení geometrického plánu na oddělení části pozemku parc. č. 232/2 k. ú. Černý Most | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: AREA geodet Čížková, spol. s r.o. | smluvni_cena_bez_dph_kc: 45000.0 | datum_uzavreni_smlouvy: 2022-07-14
Řádek 7994 | nazev_zakazky: Stavba č. 45029 Rek. a dost. Průmyslového paláce; odborné posouzení rozsahu polychromovaných a nepolychromovaných sochařských uměleckých děl z kamene a štuku, a/nebo dřeva | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: PhDr. Josef Holeček | smluvni_cena_bez_dph_kc: 49000.0 | datum_uzavreni_smlouvy: 2022-07-21
Řádek 8086 | nazev_zakazky: stavba č. 42821 Dvorecký most; projektová dokumentace, inženýrská činnost a autorský dozor | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: TUBES spol. s r.o. | smluvni_cena_bez_dph_kc: 14632000.0 | datum_uzavreni_smlouvy: 2022-05-11
Řádek 8230 | nazev_zakazky: Zajištění služeb; tiskové konference k zahájení stavby č. 45029 Rek. a dost. Průmyslového paláce | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Výstaviště Praha, a.s. | smluvni_cena_bez_dph_kc: 49000.0 | datum_uzavreni_smlouvy: 2022-04-22
Řádek 8246 | nazev_zakazky: stavba č. 42821 Dvorecký most a stavba č. 40759 Multifunkční operační středisko Malovanka, etapa 0002 Dopravní řídící ústředna; Dotační poradenství pro OP Doprava 2021-2027 | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Euro Managers, s.r.o. | smluvni_cena_bez_dph_kc: 1135000.0 | datum_uzavreni_smlouvy: 2023-12-13
Řádek 8253 | nazev_zakazky: Specializované právní činnosti a konzultace v rámci samostatné působnosti hl. m. Prahy ke smlouvě o spolupráci (plánovací smlouvě) ke změně ÚP č. Z 3506 | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Frank Bold Advokáti, s.r.o. | smluvni_cena_bez_dph_kc: 700000.0 | datum_uzavreni_smlouvy: 2023-10-05
Řádek 8463 | nazev_zakazky: Sondy + soustava kabeláží k instalaci průmyslových displejů (sál ZHMP) - 54/26 | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: FIDOTECH s.r.o. | smluvni_cena_bez_dph_kc: 176900.0 | datum_uzavreni_smlouvy: 2026-03-10
Řádek 8473 | nazev_zakazky: Zajištění živého video přenosu a provedení záznamu z konference „Nad skleněným stropem“ | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Střední průmyslová škola sdělovací techniky, Praha 1, Panská 3 | smluvni_cena_bez_dph_kc: 25000.0 | datum_uzavreni_smlouvy: 2021-06-23
Řádek 8483 | nazev_zakazky: č.42932 P+R Černý Most III. | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: OBERMEYER HELIKA a.s. | smluvni_cena_bez_dph_kc: 97900.0 | datum_uzavreni_smlouvy: 2021-09-01
Řádek 8485 | nazev_zakazky: Č.42932 P+R Černý Most III. | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: OBERMEYER HELIKA a.s. | smluvni_cena_bez_dph_kc: 36900.0 | datum_uzavreni_smlouvy: 2021-09-01
Řádek 8516 | nazev_zakazky: Vzdělávání pracovníků v rámci projektu Rodiny a děti sociálně vyloučené a ohrožené sociálním vyloučením a institucionalizací, č. projektu CZ.03.2.63/0.0/0.0/15_008/0016039 | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Vzdělávací centrum pro veřejnou správu ČR, o.p.s. | smluvni_cena_bez_dph_kc: 19000.0 | datum_uzavreni_smlouvy: 2022-08-26
Řádek 8582 | nazev_zakazky: Upravy přejezdových prahů a doplnění dálkového ovládání při instalaci průmyslových vrat pro SŠAI, Dílny OP2 - Bohdalec | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: ALTOMA spol. s r.o. | smluvni_cena_bez_dph_kc: 62160.33 | datum_uzavreni_smlouvy: 2022-12-06
Řádek 8619 | nazev_zakazky: Provedení inženýrské činnosti pro projekt odstranění a rekonstrukce mostů v Letenských sadech | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: ACTRA ALESSIZ s.r.o. | smluvni_cena_bez_dph_kc: 79050.0 | datum_uzavreni_smlouvy: 2021-08-03
Řádek 8824 | nazev_zakazky: Průmyslová bateriová úložiště – analýza potenciálu využití | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Mark2 Corporation Czech a.s. | smluvni_cena_bez_dph_kc: 460000.0 | datum_uzavreni_smlouvy: 2022-08-18
Řádek 8850 | nazev_zakazky: Fotografická dokumentace pražských mostů | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Jiří Šebek, DiS. | smluvni_cena_bez_dph_kc: 139750.0 | datum_uzavreni_smlouvy: 2022-05-05
Řádek 8897 | nazev_zakazky: Stavba č. 45708 Černý Most II – objekty O a P; zhotovitel II | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Trigema Building a.s. | datum_uzavreni_smlouvy: 2024-08-21
Řádek 8948 | nazev_zakazky: Nákup interaktivní tabule včetně stojanu pro obor Průmyslová robotika | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: ALARM ABSOLON, spol. s r.o. | smluvni_cena_bez_dph_kc: 141584.56 | datum_uzavreni_smlouvy: 2025-06-26
Řádek 8993 | nazev_zakazky: Stavba č. 42821 Dvorecký most, konzultační služby | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Stavebně investorský servis s.r.o. | smluvni_cena_bez_dph_kc: 149600.0 | datum_uzavreni_smlouvy: 2024-08-09
Řádek 9000 | nazev_zakazky: Stavba č. 4328 Rajská zahrada - přemostění; stavební práce | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: STRABAG a.s. | smluvni_cena_bez_dph_kc: 78898050.08 | datum_uzavreni_smlouvy: 2022-12-22
Řádek 9061 | nazev_zakazky: Vyhotovení geometrického plánu pro vyznačení rozsahu věcného břemene – veřejné osvětlení v k.ú. Kolovraty, most přes ČD Y 522 | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Pavla Zátková | smluvni_cena_bez_dph_kc: 3760.0 | datum_uzavreni_smlouvy: 2021-02-12
Řádek 9075 | nazev_zakazky: Objednávka ZP - pozemky parc. č. 221/907 a 902, k. ú. Černý Most | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: JAROSLAV SEMRÁD | smluvni_cena_bez_dph_kc: 6500.0 | datum_uzavreni_smlouvy: 2026-02-12
Řádek 9076 | nazev_zakazky: Objednávka ZP - pozemek parc. č. 372/1, k. ú. Černý Most | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: JAROSLAV SEMRÁD | smluvni_cena_bez_dph_kc: 4500.0 | datum_uzavreni_smlouvy: 2026-02-12
Řádek 9135 | nazev_zakazky: stavba č.42932 P+R Černý Most III. | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: BEWERT spol. s r.o. | smluvni_cena_bez_dph_kc: 46500.0 | datum_uzavreni_smlouvy: 2020-10-14
Řádek 9228 | nazev_zakazky: Samostatně stojící pavilon školského zařízení - ověření pasivity objektu | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Energy Benefit Centre a.s. | smluvni_cena_bez_dph_kc: 60000.0 | datum_uzavreni_smlouvy: 2024-11-18
Řádek 9229 | nazev_zakazky: Zpracování architektonické studie vzorového samostatně stojícího pavilonu školského zařízení – zděná budova | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Energy Benefit Centre a.s. | smluvni_cena_bez_dph_kc: 140000.0 | datum_uzavreni_smlouvy: 2024-11-21
Řádek 9230 | nazev_zakazky: Zpracování architektonické studie vzorového samostatně stojícího pavilonu školského zařízení – modulární budova | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Energy Benefit Centre a.s. | smluvni_cena_bez_dph_kc: 140000.0 | datum_uzavreni_smlouvy: 2024-11-18
Řádek 9261 | nazev_zakazky: Objednávka č. 389 - Dodávka NTP serverů | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: FCC průmyslové systémy s.r.o. | smluvni_cena_bez_dph_kc: 202756.0 | datum_uzavreni_smlouvy: 2025-09-05
Řádek 9283 | nazev_zakazky: posouzení železničních norem ve vztahu k novostavbám, resp.rekonstrukcím mostních objektů | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: PRO CEDOP s.r.o. | smluvni_cena_bez_dph_kc: 12000.0 | datum_uzavreni_smlouvy: 2020-09-16
Řádek 9340 | nazev_zakazky: Stavba č. 42821 Dvorecký most - cyklostezka - odkrytí kořenů pneumatickým rýčem - AIR SPADE | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: ALL4TREES, s.r.o. | smluvni_cena_bez_dph_kc: 114738.88 | datum_uzavreni_smlouvy: 2024-11-08
Řádek 9434 | nazev_zakazky: Zajištění grafického vizuálu 30. ročníku veletrhu vzdělávání Schola Pragensis 2025 | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Vyšší odborná škola grafická a Střední průmyslová škola grafická, Praha 1, Hellichova 22 | smluvni_cena_bez_dph_kc: 200000.0 | datum_uzavreni_smlouvy: 2025-06-12
Řádek 9476 | nazev_zakazky: Výroba videa ke 3. výročí od začátku rekonstrukce Průmyslového paláce | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Výstaviště Praha, a.s. | smluvni_cena_bez_dph_kc: 10000.0 | datum_uzavreni_smlouvy: 2025-04-09
Řádek 9509 | nazev_zakazky: Objednávka marketingového plnění k 665. výročí položení základního kamene Karlova mostu a 15. výročí otevření Muzea Karlova Mostu | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Muzeum Karlova mostu s.r.o. | smluvni_cena_bez_dph_kc: 150000.0 | datum_uzavreni_smlouvy: 2022-07-07
Řádek 9577 | nazev_zakazky: Znalecký posudek odhadu tržní ceny pozemku parc.č. 221/109 v k.ú. Černý Most | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: ATING, s.r.o. | smluvni_cena_bez_dph_kc: 50000.0 | datum_uzavreni_smlouvy: 2022-01-04
Řádek 9599 | nazev_zakazky: Muzeum paměti XX.st. - Zajištění závazných stanovisek vydávaných v samostatném správním řízení | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: atelier7 s.r.o. | smluvni_cena_bez_dph_kc: 148000.0 | datum_uzavreni_smlouvy: 2025-01-23
Řádek 9600 | nazev_zakazky: Objednávka opravy PS Vybíralova 964/8, Praha 14 – Černý Most | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: Veolia Energie ČR, a.s. | smluvni_cena_bez_dph_kc: 126703.0 | datum_uzavreni_smlouvy: 2025-01-22
Řádek 9646 | nazev_zakazky: Stavba č. 9515 MO Myslbekova – Prašný most - vypracování znaleckých posudků na věcná břemena vodovodu a plynovodu na pozemku parc. č. 456 v k. ú. Hradčany | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: FRANTIŠEK SMETANA | smluvni_cena_bez_dph_kc: 12000.0 | datum_uzavreni_smlouvy: 2020-12-18
Řádek 9670 | nazev_zakazky: stavba č. 44115 Obnova Trojské lávky - stavební práce | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: Stavby mostů a.s. | smluvni_cena_bez_dph_kc: 89280.0 | datum_uzavreni_smlouvy: 2021-10-06
Řádek 9829 | nazev_zakazky: Stavba č. 42821 Dvorecký most; technický dozor investora | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: INFRAM a.s. | smluvni_cena_bez_dph_kc: 13414000.0 | datum_uzavreni_smlouvy: 2022-08-22
Řádek 9927 | nazev_zakazky: Propagační předměty: těžítka s motivem Dvoreckého mostu | faze_zakazky: Ukončeno plnění smlouvy | nazev_smluvniho_partnera: BMRC Group s.r.o. | smluvni_cena_bez_dph_kc: 34000.0 | datum_uzavreni_smlouvy: 2026-04-13
Řádek 10054 | nazev_zakazky: Znalecký posudek odhadu tržní ceny pozemku parc.č. 221/108 v k.ú. Černý Most | faze_zakazky: Dokončen/Zadán | nazev_smluvniho_partnera: ATING, s.r.o. | smluvni_cena_bez_dph_kc: 50000.0 | datum_uzavreni_smlouvy: 2022-01-04
